Season,home_team,away_team,home_goals,away_goals,result
1994-95,Tottenham,Chelsea,0,0,D
1994-95,Arsenal,Man United,0,0,D
1994-95,Blackburn,QPR,4,0,H
1994-95,Chelsea,Everton,0,1,A
1994-95,Crystal Palace,Southampton,0,0,D
1994-95,Leeds,Nott'm Forest,1,0,H
1994-95,Liverpool,Tottenham,1,1,D
1994-95,Man City,Wimbledon,2,0,H
1994-95,Newcastle,Ipswich,1,1,D
1994-95,Norwich,Leicester,2,1,H
1994-95,West Ham,Coventry,0,1,A
1994-95,Aston Villa,Sheffield Weds,1,1,D
1994-95,Coventry,Liverpool,1,1,D
1994-95,Ipswich,Man City,1,2,A
1994-95,Leicester,Aston Villa,1,1,D
1994-95,Man United,Norwich,1,0,H
1994-95,Nott'm Forest,Arsenal,2,2,D
1994-95,Sheffield Weds,Crystal Palace,1,0,H
1994-95,Southampton,Chelsea,0,1,A
1994-95,Tottenham,Newcastle,4,2,H
1994-95,Wimbledon,Blackburn,0,3,A
1994-95,Everton,Leeds,3,0,H
1994-95,QPR,West Ham,2,1,H
1994-95,Aston Villa,Everton,0,0,D
1994-95,Blackburn,Southampton,3,2,H
1994-95,Leeds,West Ham,2,2,D
1994-95,Newcastle,Leicester,3,1,H
1994-95,Norwich,Chelsea,3,0,H
1994-95,Nott'm Forest,Ipswich,4,1,H
1994-95,QPR,Man United,2,3,A
1994-95,Tottenham,Sheffield Weds,3,1,H
1994-95,Wimbledon,Coventry,2,0,H
1994-95,Liverpool,Crystal Palace,0,0,D
1994-95,Man City,Arsenal,1,2,A
1994-95,Ipswich,Wimbledon,2,2,D
1994-95,Arsenal,Leeds,1,3,A
1994-95,Coventry,Newcastle,0,0,D
1994-95,Crystal Palace,Norwich,0,1,A
1994-95,Everton,Tottenham,0,0,D
1994-95,Leicester,Blackburn,0,0,D
1994-95,Man United,Nott'm Forest,1,2,A
1994-95,Sheffield Weds,QPR,0,2,A
1994-95,West Ham,Man City,3,0,H
1994-95,Chelsea,Liverpool,0,0,D
1994-95,Southampton,Aston Villa,2,1,H
1994-95,Arsenal,Aston Villa,0,0,D
1994-95,Chelsea,Man United,2,3,A
1994-95,Coventry,Nott'm Forest,0,0,D
1994-95,Crystal Palace,QPR,0,0,D
1994-95,Everton,Sheffield Weds,1,4,A
1994-95,Leeds,Newcastle,0,0,D
1994-95,Leicester,Liverpool,1,2,A
1994-95,Man City,Blackburn,1,3,A
1994-95,Norwich,Tottenham,0,2,A
1994-95,Southampton,Wimbledon,2,3,A
1994-95,West Ham,Ipswich,1,1,D
1994-95,Nott'm Forest,Norwich,1,0,H
1994-95,Tottenham,Crystal Palace,0,0,D
1994-95,Aston Villa,Chelsea,3,0,H
1994-95,Ipswich,Arsenal,0,2,A
1994-95,Liverpool,Man City,2,0,H
1994-95,Man United,Leicester,1,1,D
1994-95,QPR,Southampton,2,2,D
1994-95,Sheffield Weds,Coventry,5,1,H
1994-95,Wimbledon,West Ham,1,0,H
1994-95,Arsenal,QPR,1,3,A
1994-95,Chelsea,Wimbledon,1,1,D
1994-95,Coventry,Tottenham,0,4,A
1994-95,Crystal Palace,Blackburn,0,1,A
1994-95,Everton,Ipswich,4,1,H
1994-95,Leeds,Liverpool,0,2,A
1994-95,Leicester,Sheffield Weds,0,1,A
1994-95,Man City,Aston Villa,2,2,D
1994-95,Norwich,Newcastle,2,1,H
1994-95,Southampton,Man United,2,2,D
1994-95,West Ham,Nott'm Forest,3,1,H
1994-95,Aston Villa,Leeds,0,0,D
1994-95,Blackburn,West Ham,4,2,H
1994-95,Ipswich,Leicester,4,1,H
1994-95,Liverpool,Norwich,4,0,H
1994-95,Newcastle,Man City,0,0,D
1994-95,Nott'm Forest,Crystal Palace,1,0,H
1994-95,Sheffield Weds,Southampton,1,1,D
1994-95,Tottenham,Arsenal,1,0,H
1994-95,Wimbledon,Everton,2,1,H
1994-95,Man United,Coventry,2,0,H
1994-95,Arsenal,Everton,1,1,D
1994-95,Aston Villa,QPR,2,1,H
1994-95,Blackburn,Nott'm Forest,3,0,H
1994-95,Chelsea,Sheffield Weds,1,1,D
1994-95,Crystal Palace,Leicester,2,0,H
1994-95,Leeds,Southampton,0,0,D
1994-95,Liverpool,Ipswich,0,1,A
1994-95,Man City,Coventry,0,0,D
1994-95,Norwich,Wimbledon,1,2,A
1994-95,West Ham,Tottenham,1,2,A
1994-95,Newcastle,Man United,1,1,D
1994-95,Coventry,Arsenal,0,1,A
1994-95,Everton,Crystal Palace,3,1,H
1994-95,Ipswich,Chelsea,2,2,D
1994-95,Nott'm Forest,Aston Villa,1,2,A
1994-95,Sheffield Weds,Newcastle,0,0,D
1994-95,Man United,Blackburn,1,0,H
1994-95,West Ham,Sheffield Weds,0,2,A
1994-95,Arsenal,Southampton,1,1,D
1994-95,Leeds,QPR,4,0,H
1994-95,Liverpool,Everton,0,0,D
1994-95,Aston Villa,Tottenham,1,0,H
1994-95,Chelsea,Nott'm Forest,0,2,A
1994-95,Crystal Palace,Man United,1,1,D
1994-95,Man City,Leicester,0,1,A
1994-95,Newcastle,Wimbledon,2,1,H
1994-95,Norwich,Coventry,2,2,D
1994-95,Blackburn,Ipswich,4,1,H
1994-95,Blackburn,Leeds,1,1,D
1994-95,Newcastle,Everton,2,0,H
1994-95,Coventry,Chelsea,2,2,D
1994-95,Everton,Norwich,2,1,H
1994-95,Ipswich,Crystal Palace,0,2,A
1994-95,Leicester,West Ham,1,2,A
1994-95,Man United,Aston Villa,1,0,H
1994-95,Nott'm Forest,Liverpool,1,1,D
1994-95,QPR,Newcastle,3,0,H
1994-95,Sheffield Weds,Arsenal,3,1,H
1994-95,Southampton,Man City,2,2,D
1994-95,Wimbledon,Leeds,0,0,D
1994-95,Tottenham,Blackburn,3,1,H
1994-95,Arsenal,Leicester,1,1,D
1994-95,Aston Villa,Wimbledon,7,1,H
1994-95,Chelsea,Tottenham,1,1,D
1994-95,Crystal Palace,Coventry,0,2,A
1994-95,Liverpool,QPR,1,1,D
1994-95,Man City,Man United,0,3,A
1994-95,Newcastle,Nott'm Forest,2,1,H
1994-95,Norwich,Southampton,2,2,D
1994-95,Blackburn,Sheffield Weds,3,1,H
1994-95,West Ham,Everton,2,2,D
1994-95,Coventry,West Ham,2,0,H
1994-95,Sheffield Weds,Aston Villa,1,2,A
1994-95,Arsenal,Nott'm Forest,1,0,H
1994-95,Aston Villa,Leicester,4,4,D
1994-95,Blackburn,Wimbledon,2,1,H
1994-95,Leeds,Everton,1,0,H
1994-95,Man City,Ipswich,2,0,H
1994-95,Norwich,Man United,0,2,A
1994-95,Blackburn,Norwich,0,0,D
1994-95,Coventry,Leicester,4,2,H
1994-95,Crystal Palace,Arsenal,0,3,A
1994-95,Everton,Man United,1,0,H
1994-95,Ipswich,Southampton,2,1,H
1994-95,Man City,Leeds,0,0,D
1994-95,Newcastle,Aston Villa,3,1,H
1994-95,Sheffield Weds,Liverpool,1,2,A
1994-95,Tottenham,Wimbledon,1,2,A
1994-95,West Ham,Chelsea,1,2,A
1994-95,QPR,Nott'm Forest,1,1,D
1994-95,Ipswich,Newcastle,0,2,A
1994-95,Aston Villa,Blackburn,0,1,A
1994-95,Leeds,Sheffield Weds,0,1,A
1994-95,Leicester,Everton,2,2,D
1994-95,Liverpool,Newcastle,2,0,H
1994-95,Man United,Ipswich,9,0,H
1994-95,Norwich,Man City,1,1,D
1994-95,Nott'm Forest,Tottenham,2,2,D
1994-95,Southampton,Coventry,0,0,D
1994-95,Wimbledon,QPR,1,3,A
1994-95,Arsenal,West Ham,0,1,A
1994-95,Chelsea,Crystal Palace,0,0,D
1994-95,Aston Villa,Coventry,0,0,D
1994-95,Wimbledon,Man United,0,1,A
1994-95,Blackburn,Arsenal,3,1,H
1994-95,Man City,Chelsea,1,2,A
1994-95,Newcastle,West Ham,2,0,H
1994-95,Norwich,Sheffield Weds,0,0,D
1994-95,Nott'm Forest,Everton,2,1,H
1994-95,QPR,Leicester,2,0,H
1994-95,Tottenham,Ipswich,3,0,H
1994-95,Chelsea,Leeds,0,3,A
1994-95,Coventry,Blackburn,1,1,D
1994-95,Leicester,Nott'm Forest,2,4,A
1994-95,Sheffield Weds,Wimbledon,0,1,A
1994-95,West Ham,Norwich,2,2,D
1994-95,Crystal Palace,Sheffield Weds,2,1,H
1994-95,Liverpool,Coventry,2,3,A
1994-95,Everton,Man City,1,1,D
1994-95,Leicester,Leeds,1,3,A
1994-95,Man United,Tottenham,0,0,D
1994-95,QPR,Norwich,2,0,H
1994-95,Southampton,West Ham,1,1,D
1994-95,Aston Villa,West Ham,0,2,A
1994-95,Blackburn,Chelsea,2,1,H
1994-95,Leeds,Coventry,3,0,H
1994-95,Man City,Sheffield Weds,3,2,H
1994-95,Nott'm Forest,Southampton,3,0,H
1994-95,QPR,Everton,2,3,A
1994-95,Tottenham,Leicester,1,0,H
1994-95,Wimbledon,Crystal Palace,2,0,H
1994-95,Liverpool,Man United,2,0,H
1994-95,Newcastle,Arsenal,1,0,H
1994-95,Norwich,Ipswich,3,0,H
1994-95,Wimbledon,Man City,2,0,H
1994-95,Man United,Arsenal,3,0,H
1994-95,Nott'm Forest,Leeds,3,0,H
1994-95,QPR,Chelsea,1,0,H
1994-95,Southampton,Newcastle,3,1,H
1994-95,Tottenham,Liverpool,0,0,D
1994-95,Arsenal,Norwich,5,1,H
1994-95,Chelsea,Newcastle,1,1,D
1994-95,Coventry,QPR,0,1,A
1994-95,Crystal Palace,Man City,2,1,H
1994-95,Everton,Blackburn,1,2,A
1994-95,Ipswich,Aston Villa,0,1,A
1994-95,Leicester,Wimbledon,3,4,A
1994-95,Sheffield Weds,Nott'm Forest,1,7,A
1994-95,Man United,Leeds,0,0,D
1994-95,Southampton,Tottenham,4,3,H
1994-95,Crystal Palace,Aston Villa,0,0,D
1994-95,QPR,Blackburn,0,1,A
1994-95,Leeds,Ipswich,4,0,H
1994-95,Leicester,Norwich,1,0,H
1994-95,Liverpool,Southampton,3,1,H
1994-95,Newcastle,Norwich,3,0,H
1994-95,Nott'm Forest,West Ham,1,1,D
1994-95,QPR,Arsenal,3,1,H
1994-95,Sheffield Weds,Leicester,1,0,H
1994-95,Liverpool,Leeds,0,1,A
1994-95,Wimbledon,Chelsea,1,1,D
1994-95,Ipswich,QPR,0,1,A
1994-95,Tottenham,Man City,2,1,H
1994-95,Arsenal,Liverpool,0,1,A
1994-95,Chelsea,Southampton,0,2,A
1994-95,Norwich,Nott'm Forest,0,1,A
1994-95,West Ham,Wimbledon,3,0,H
1994-95,Crystal Palace,Tottenham,1,1,D
1994-95,Everton,Newcastle,2,0,H
1994-95,Man City,Liverpool,2,1,H
1994-95,Arsenal,Ipswich,4,1,H
1994-95,Chelsea,Aston Villa,1,0,H
1994-95,Coventry,Sheffield Weds,2,0,H
1994-95,Leeds,Blackburn,1,1,D
1994-95,Leicester,Man United,0,4,A
1994-95,Southampton,QPR,2,1,H
1994-95,Aston Villa,Arsenal,0,4,A
1994-95,Blackburn,Man City,2,3,A
1994-95,Ipswich,West Ham,1,1,D
1994-95,Liverpool,Leicester,2,0,H
1994-95,Man United,Chelsea,0,0,D
1994-95,Newcastle,Leeds,1,2,A
1994-95,Nott'm Forest,Coventry,2,0,H
1994-95,QPR,Crystal Palace,0,1,A
1994-95,Sheffield Weds,Everton,0,0,D
1994-95,Tottenham,Norwich,1,0,H
1994-95,Wimbledon,Southampton,0,2,A
1994-95,Blackburn,Crystal Palace,2,1,H
1994-95,Arsenal,Tottenham,1,1,D
1994-95,Chelsea,QPR,1,0,H
1994-95,Crystal Palace,Nott'm Forest,1,2,A
1994-95,Everton,Wimbledon,0,0,D
1994-95,Leeds,Aston Villa,1,0,H
1994-95,Leicester,Ipswich,2,0,H
1994-95,Man City,Newcastle,0,0,D
1994-95,Norwich,Liverpool,1,2,A
1994-95,Southampton,Sheffield Weds,0,0,D
1994-95,West Ham,Blackburn,2,0,H
1994-95,Coventry,Man United,2,3,A
1994-95,Wimbledon,Liverpool,0,0,D
1994-95,Aston Villa,Man City,1,1,D
1994-95,Everton,Chelsea,3,3,D
1994-95,Newcastle,Tottenham,3,3,D
1994-95,Southampton,Crystal Palace,3,1,H
1994-95,West Ham,QPR,0,0,D
1994-95,Arsenal,Wimbledon,0,0,D
1994-95,Aston Villa,Liverpool,2,0,H
1994-95,Crystal Palace,West Ham,1,0,H
1994-95,Everton,Southampton,0,0,D
1994-95,Ipswich,Coventry,2,0,H
1994-95,Leeds,Norwich,2,1,H
1994-95,Leicester,Chelsea,1,1,D
1994-95,Nott'm Forest,Man City,1,0,H
1994-95,QPR,Tottenham,2,1,H
1994-95,Man United,Sheffield Weds,1,0,H
1994-95,Blackburn,Newcastle,1,0,H
1994-95,Ipswich,Everton,0,1,A
1994-95,Leeds,Crystal Palace,3,1,H
1994-95,Tottenham,Coventry,1,3,A
1994-95,Man United,Southampton,2,1,H
1994-95,West Ham,Liverpool,3,0,H
1994-95,Wimbledon,Nott'm Forest,2,2,D
1994-95,Chelsea,Arsenal,2,1,H
1994-95,Coventry,Everton,0,0,D
1994-95,Liverpool,Blackburn,2,1,H
1994-95,Man City,QPR,2,3,A
1994-95,Newcastle,Crystal Palace,3,2,H
1994-95,Norwich,Aston Villa,1,1,D
1994-95,Sheffield Weds,Ipswich,4,1,H
1994-95,Southampton,Leicester,2,2,D
1994-95,Tottenham,Leeds,1,1,D
1994-95,West Ham,Man United,1,1,D
1995-96,Aston Villa,Man United,3,1,H
1995-96,Blackburn,QPR,1,0,H
1995-96,Chelsea,Everton,0,0,D
1995-96,Liverpool,Sheffield Weds,1,0,H
1995-96,Man City,Tottenham,1,1,D
1995-96,Newcastle,Coventry,3,0,H
1995-96,Southampton,Nott'm Forest,3,4,A
1995-96,West Ham,Leeds,1,2,A
1995-96,Wimbledon,Bolton,3,2,H
1995-96,Arsenal,Middlesbrough,1,1,D
1995-96,Leeds,Liverpool,1,0,H
1995-96,Bolton,Newcastle,1,3,A
1995-96,Coventry,Man City,2,1,H
1995-96,Everton,Arsenal,0,2,A
1995-96,Man United,West Ham,2,1,H
1995-96,Nott'm Forest,Chelsea,0,0,D
1995-96,QPR,Wimbledon,0,3,A
1995-96,Sheffield Weds,Blackburn,2,1,H
1995-96,Tottenham,Aston Villa,0,1,A
1995-96,Bolton,Blackburn,2,1,H
1995-96,Coventry,Arsenal,0,0,D
1995-96,Everton,Southampton,2,0,H
1995-96,Leeds,Aston Villa,2,0,H
1995-96,Man United,Wimbledon,3,1,H
1995-96,Middlesbrough,Chelsea,2,0,H
1995-96,Nott'm Forest,West Ham,1,1,D
1995-96,QPR,Man City,1,0,H
1995-96,Tottenham,Liverpool,1,3,A
1995-96,Sheffield Weds,Newcastle,0,2,A
1995-96,Blackburn,Man United,1,2,A
1995-96,Arsenal,Nott'm Forest,1,1,D
1995-96,Aston Villa,Bolton,1,0,H
1995-96,Chelsea,Coventry,2,2,D
1995-96,Liverpool,QPR,1,0,H
1995-96,Man City,Everton,0,2,A
1995-96,Newcastle,Middlesbrough,1,0,H
1995-96,Southampton,Leeds,1,1,D
1995-96,West Ham,Tottenham,1,1,D
1995-96,Wimbledon,Sheffield Weds,2,2,D
1995-96,Blackburn,Aston Villa,1,1,D
1995-96,Bolton,Middlesbrough,1,1,D
1995-96,Coventry,Nott'm Forest,1,1,D
1995-96,Everton,Man United,2,3,A
1995-96,QPR,Sheffield Weds,0,3,A
1995-96,Southampton,Newcastle,1,0,H
1995-96,Tottenham,Leeds,2,1,H
1995-96,Wimbledon,Liverpool,1,0,H
1995-96,Man City,Arsenal,0,1,A
1995-96,West Ham,Chelsea,1,3,A
1995-96,Middlesbrough,Southampton,0,0,D
1995-96,Arsenal,West Ham,1,0,H
1995-96,Aston Villa,Wimbledon,2,0,H
1995-96,Chelsea,Southampton,3,0,H
1995-96,Leeds,QPR,1,3,A
1995-96,Liverpool,Blackburn,3,0,H
1995-96,Man United,Bolton,3,0,H
1995-96,Middlesbrough,Coventry,2,1,H
1995-96,Newcastle,Man City,3,1,H
1995-96,Sheffield Weds,Tottenham,1,3,A
1995-96,Nott'm Forest,Everton,3,2,H
1995-96,Arsenal,Southampton,4,2,H
1995-96,Aston Villa,Nott'm Forest,1,1,D
1995-96,Blackburn,Coventry,5,1,H
1995-96,Liverpool,Bolton,5,2,H
1995-96,Man City,Middlesbrough,0,1,A
1995-96,Sheffield Weds,Man United,0,0,D
1995-96,West Ham,Everton,2,1,H
1995-96,Wimbledon,Leeds,2,4,A
1995-96,Newcastle,Chelsea,2,0,H
1995-96,QPR,Tottenham,2,3,A
1995-96,Bolton,QPR,0,1,A
1995-96,Chelsea,Arsenal,1,0,H
1995-96,Coventry,Aston Villa,0,3,A
1995-96,Leeds,Sheffield Weds,2,0,H
1995-96,Middlesbrough,Blackburn,2,0,H
1995-96,Nott'm Forest,Man City,3,0,H
1995-96,Tottenham,Wimbledon,3,1,H
1995-96,Everton,Newcastle,1,3,A
1995-96,Man United,Liverpool,2,2,D
1995-96,Southampton,West Ham,0,0,D
1995-96,Aston Villa,Chelsea,0,1,A
1995-96,Blackburn,Southampton,2,1,H
1995-96,Bolton,Everton,1,1,D
1995-96,Leeds,Arsenal,0,3,A
1995-96,Liverpool,Coventry,0,0,D
1995-96,Man United,Man City,1,0,H
1995-96,QPR,Newcastle,2,3,A
1995-96,Tottenham,Nott'm Forest,0,1,A
1995-96,Sheffield Weds,Middlesbrough,0,1,A
1995-96,Wimbledon,West Ham,0,1,A
1995-96,Arsenal,Aston Villa,2,0,H
1995-96,Chelsea,Man United,1,4,A
1995-96,Coventry,Sheffield Weds,0,1,A
1995-96,Man City,Leeds,0,0,D
1995-96,Middlesbrough,QPR,1,0,H
1995-96,Newcastle,Wimbledon,6,1,H
1995-96,Nott'm Forest,Bolton,3,2,H
1995-96,West Ham,Blackburn,1,1,D
1995-96,Everton,Tottenham,1,1,D
1995-96,Southampton,Liverpool,1,3,A
1995-96,Aston Villa,Everton,1,0,H
1995-96,Blackburn,Chelsea,3,0,H
1995-96,Leeds,Coventry,3,1,H
1995-96,Liverpool,Man City,6,0,H
1995-96,Man United,Middlesbrough,2,0,H
1995-96,QPR,Nott'm Forest,1,1,D
1995-96,Sheffield Weds,West Ham,0,1,A
1995-96,Wimbledon,Southampton,1,2,A
1995-96,Tottenham,Newcastle,1,1,D
1995-96,Bolton,Arsenal,1,0,H
1995-96,Arsenal,Man United,1,0,H
1995-96,Chelsea,Sheffield Weds,0,0,D
1995-96,Coventry,Tottenham,2,3,A
1995-96,Man City,Bolton,1,0,H
1995-96,Middlesbrough,Leeds,1,1,D
1995-96,Newcastle,Liverpool,2,1,H
1995-96,Southampton,QPR,2,0,H
1995-96,West Ham,Aston Villa,1,4,A
1995-96,Everton,Blackburn,1,0,H
1995-96,Nott'm Forest,Wimbledon,4,1,H
1995-96,Newcastle,Blackburn,1,0,H
1995-96,Aston Villa,Newcastle,1,1,D
1995-96,Blackburn,Nott'm Forest,7,0,H
1995-96,Bolton,West Ham,0,3,A
1995-96,Leeds,Chelsea,1,0,H
1995-96,Liverpool,Everton,1,2,A
1995-96,Man United,Southampton,4,1,H
1995-96,Sheffield Weds,Man City,1,1,D
1995-96,Tottenham,Arsenal,2,1,H
1995-96,Wimbledon,Middlesbrough,0,0,D
1995-96,QPR,Coventry,1,1,D
1995-96,Southampton,Aston Villa,0,1,A
1995-96,Arsenal,Sheffield Weds,4,2,H
1995-96,Middlesbrough,Tottenham,0,1,A
1995-96,Chelsea,Bolton,3,2,H
1995-96,Coventry,Man United,0,4,A
1995-96,Everton,QPR,2,0,H
1995-96,Man City,Wimbledon,1,0,H
1995-96,West Ham,Liverpool,0,0,D
1995-96,Chelsea,Tottenham,0,0,D
1995-96,Coventry,Wimbledon,3,3,D
1995-96,Everton,Sheffield Weds,2,2,D
1995-96,Man City,Aston Villa,1,0,H
1995-96,Middlesbrough,Liverpool,2,1,H
1995-96,Newcastle,Leeds,2,1,H
1995-96,Southampton,Bolton,1,0,H
1995-96,West Ham,QPR,1,0,H
1995-96,Arsenal,Blackburn,0,0,D
1995-96,Nott'm Forest,Man United,1,1,D
1995-96,Aston Villa,Arsenal,1,1,D
1995-96,Blackburn,West Ham,4,2,H
1995-96,Bolton,Nott'm Forest,1,1,D
1995-96,Leeds,Man City,0,1,A
1995-96,Liverpool,Southampton,1,1,D
1995-96,Man United,Chelsea,1,1,D
1995-96,QPR,Middlesbrough,1,1,D
1995-96,Tottenham,Everton,0,0,D
1995-96,Wimbledon,Newcastle,3,3,D
1995-96,Sheffield Weds,Coventry,4,3,H
1995-96,Bolton,Liverpool,0,1,A
1995-96,Chelsea,Newcastle,1,0,H
1995-96,Coventry,Blackburn,5,0,H
1995-96,Leeds,Wimbledon,1,1,D
1995-96,Man United,Sheffield Weds,2,2,D
1995-96,Middlesbrough,Man City,4,1,H
1995-96,Southampton,Arsenal,0,0,D
1995-96,Tottenham,QPR,1,0,H
1995-96,Nott'm Forest,Aston Villa,1,1,D
1995-96,Everton,West Ham,3,0,H
1995-96,Arsenal,Chelsea,1,1,D
1995-96,Aston Villa,Coventry,4,1,H
1995-96,Blackburn,Middlesbrough,1,0,H
1995-96,Newcastle,Everton,1,0,H
1995-96,QPR,Bolton,2,1,H
1995-96,Sheffield Weds,Leeds,6,2,H
1995-96,West Ham,Southampton,2,1,H
1995-96,Wimbledon,Tottenham,0,1,A
1995-96,Liverpool,Man United,2,0,H
1995-96,Man City,Nott'm Forest,1,1,D
1995-96,Coventry,Everton,2,1,H
1995-96,Liverpool,Arsenal,3,1,H
1995-96,Man City,Chelsea,0,1,A
1995-96,Middlesbrough,West Ham,4,2,H
1995-96,Newcastle,Nott'm Forest,3,1,H
1995-96,QPR,Aston Villa,1,0,H
1995-96,Sheffield Weds,Southampton,2,2,D
1995-96,Tottenham,Bolton,2,2,D
1995-96,Wimbledon,Blackburn,1,1,D
1995-96,Leeds,Man United,3,1,H
1995-96,Arsenal,QPR,3,0,H
1995-96,Blackburn,Man City,2,0,H
1995-96,Chelsea,Wimbledon,1,2,A
1995-96,Everton,Middlesbrough,4,0,H
1995-96,Nott'm Forest,Sheffield Weds,1,0,H
1995-96,Southampton,Tottenham,0,0,D
1995-96,Bolton,Leeds,0,2,A
1995-96,Man United,Newcastle,2,0,H
1995-96,Arsenal,Wimbledon,1,3,A
1995-96,Blackburn,Tottenham,2,1,H
1995-96,Bolton,Coventry,1,2,A
1995-96,Chelsea,Liverpool,2,2,D
1995-96,Everton,Leeds,2,0,H
1995-96,Man United,QPR,2,1,H
1995-96,Nott'm Forest,Middlesbrough,1,0,H
1995-96,Coventry,Southampton,1,1,D
1995-96,Leeds,Blackburn,0,0,D
1995-96,Liverpool,Nott'm Forest,4,2,H
1995-96,Man City,West Ham,2,1,H
1995-96,Middlesbrough,Aston Villa,0,2,A
1995-96,Sheffield Weds,Bolton,4,2,H
1995-96,Tottenham,Man United,4,1,H
1995-96,Wimbledon,Everton,2,3,A
1995-96,Newcastle,Arsenal,2,0,H
1995-96,QPR,Chelsea,1,2,A
1995-96,Bolton,Wimbledon,1,0,H
1995-96,Everton,Chelsea,1,1,D
1995-96,Leeds,West Ham,2,0,H
1995-96,Man United,Aston Villa,0,0,D
1995-96,Middlesbrough,Arsenal,2,3,A
1995-96,Nott'm Forest,Southampton,1,0,H
1995-96,QPR,Blackburn,0,1,A
1995-96,Sheffield Weds,Liverpool,1,1,D
1995-96,Tottenham,Man City,1,0,H
1995-96,Coventry,Newcastle,0,1,A
1995-96,Arsenal,Everton,1,2,A
1995-96,Blackburn,Sheffield Weds,3,0,H
1995-96,Chelsea,Nott'm Forest,1,0,H
1995-96,Liverpool,Leeds,5,0,H
1995-96,Man City,Coventry,1,1,D
1995-96,Newcastle,Bolton,2,1,H
1995-96,Southampton,Middlesbrough,2,1,H
1995-96,Wimbledon,QPR,2,1,H
1995-96,Aston Villa,Tottenham,2,1,H
1995-96,West Ham,Man United,0,1,A
1995-96,Aston Villa,Liverpool,0,2,A
1995-96,Nott'm Forest,Leeds,2,1,H
1995-96,Southampton,Man City,1,1,D
1995-96,West Ham,Coventry,3,2,H
1995-96,Arsenal,Coventry,1,1,D
1995-96,Aston Villa,Leeds,3,0,H
1995-96,Blackburn,Bolton,3,1,H
1995-96,Liverpool,Tottenham,0,0,D
1995-96,Man City,QPR,2,0,H
1995-96,Newcastle,Sheffield Weds,2,0,H
1995-96,Southampton,Everton,2,2,D
1995-96,West Ham,Nott'm Forest,1,0,H
1995-96,Wimbledon,Man United,2,4,A
1995-96,Chelsea,Middlesbrough,5,0,H
1995-96,Bolton,Aston Villa,0,2,A
1995-96,Coventry,Chelsea,1,0,H
1995-96,Everton,Man City,2,0,H
1995-96,Man United,Blackburn,1,0,H
1995-96,Middlesbrough,Newcastle,1,2,A
1995-96,Nott'm Forest,Arsenal,0,1,A
1995-96,Sheffield Weds,Wimbledon,2,1,H
1995-96,QPR,Liverpool,1,2,A
1995-96,Tottenham,West Ham,0,1,A
1995-96,Chelsea,West Ham,1,2,A
1995-96,Middlesbrough,Bolton,1,4,A
1995-96,Sheffield Weds,QPR,1,3,A
1995-96,Man United,Everton,2,0,H
1995-96,West Ham,Newcastle,2,0,H
1995-96,Blackburn,Liverpool,2,3,A
1995-96,Coventry,Middlesbrough,0,0,D
1995-96,Everton,Nott'm Forest,3,0,H
1995-96,Man City,Newcastle,3,3,D
1995-96,Southampton,Chelsea,2,3,A
1995-96,Tottenham,Sheffield Weds,1,0,H
1995-96,West Ham,Arsenal,0,1,A
1995-96,Wimbledon,Aston Villa,3,3,D
1995-96,Bolton,Man United,0,6,A
1995-96,Aston Villa,Blackburn,2,0,H
1995-96,Coventry,West Ham,2,2,D
1995-96,Leeds,Bolton,0,1,A
1995-96,Man City,Blackburn,1,1,D
1995-96,Middlesbrough,Everton,0,2,A
1995-96,QPR,Arsenal,1,1,D
1995-96,Sheffield Weds,Nott'm Forest,1,3,A
1995-96,Tottenham,Southampton,1,0,H
1995-96,Wimbledon,Chelsea,1,1,D
1995-96,Liverpool,Aston Villa,3,0,H
1995-96,Newcastle,Man United,0,1,A
1995-96,Arsenal,Man City,3,1,H
1995-96,Aston Villa,Sheffield Weds,3,2,H
1995-96,QPR,Leeds,1,2,A
1995-96,Aston Villa,QPR,4,2,H
1995-96,Everton,Coventry,2,2,D
1995-96,West Ham,Middlesbrough,2,0,H
1995-96,Chelsea,Man City,1,1,D
1995-96,Blackburn,Leeds,1,0,H
1995-96,Liverpool,Wimbledon,2,2,D
1995-96,Coventry,Bolton,0,2,A
1995-96,Liverpool,Chelsea,2,0,H
1995-96,Man City,Southampton,2,1,H
1995-96,Middlesbrough,Nott'm Forest,1,1,D
1995-96,QPR,Man United,1,1,D
1995-96,Sheffield Weds,Aston Villa,2,0,H
1995-96,Tottenham,Blackburn,2,3,A
1995-96,Wimbledon,Arsenal,0,3,A
1995-96,Leeds,Everton,2,2,D
1995-96,Newcastle,West Ham,3,0,H
1995-96,Aston Villa,Middlesbrough,0,0,D
1995-96,Bolton,Tottenham,2,3,A
1995-96,Man United,Arsenal,1,0,H
1995-96,Southampton,Sheffield Weds,0,1,A
1995-96,Arsenal,Newcastle,2,0,H
1995-96,Bolton,Sheffield Weds,2,1,H
1995-96,Chelsea,QPR,1,1,D
1995-96,Everton,Wimbledon,2,4,A
1995-96,Nott'm Forest,Liverpool,1,0,H
1995-96,West Ham,Man City,4,2,H
1995-96,Man United,Tottenham,1,0,H
1995-96,Southampton,Coventry,1,0,H
1995-96,Blackburn,Everton,0,3,A
1995-96,Bolton,Man City,1,1,D
1995-96,Leeds,Middlesbrough,0,1,A
1995-96,QPR,Southampton,3,0,H
1995-96,Tottenham,Coventry,3,1,H
