Season,home_team,away_team,home_goals,away_goals,result
2006-07,Liverpool,Blackburn,1,1,D
2006-07,Man City,Sheffield United,0,0,D
2006-07,Middlesbrough,Everton,2,1,H
2006-07,Portsmouth,West Ham,2,0,H
2006-07,Reading,Chelsea,0,1,A
2006-07,Wigan,Man United,1,3,A
2006-07,Newcastle,Bolton,1,2,A
2006-07,Fulham,Charlton,2,1,H
2006-07,Aston Villa,Fulham,1,1,D
2006-07,Charlton,Watford,0,0,D
2006-07,Chelsea,Portsmouth,2,1,H
2006-07,Everton,Sheffield United,2,0,H
2006-07,Wigan,Man City,4,0,H
2006-07,Blackburn,Bolton,0,1,A
2006-07,Man United,Liverpool,2,0,H
2006-07,Middlesbrough,Newcastle,1,0,H
2006-07,Reading,Arsenal,0,4,A
2006-07,Tottenham,West Ham,1,0,H
2006-07,Arsenal,Everton,1,1,D
2006-07,Bolton,Man United,0,4,A
2006-07,Fulham,Wigan,0,1,A
2006-07,Liverpool,Aston Villa,3,1,H
2006-07,Newcastle,Charlton,0,0,D
2006-07,Portsmouth,Reading,3,1,H
2006-07,Sheffield United,Chelsea,0,2,A
2006-07,Watford,Tottenham,0,0,D
2006-07,West Ham,Blackburn,2,1,H
2006-07,Man City,Middlesbrough,1,0,H
2006-07,Bolton,Wigan,0,1,A
2006-07,Charlton,Man City,1,0,H
2006-07,Fulham,Everton,1,0,H
2006-07,Liverpool,Reading,2,0,H
2006-07,Man United,Portsmouth,3,0,H
2006-07,Newcastle,Sheffield United,0,1,A
2006-07,Watford,Middlesbrough,2,0,H
2006-07,Aston Villa,Blackburn,2,0,H
2006-07,Tottenham,Chelsea,2,1,H
2006-07,West Ham,Arsenal,1,0,H
2006-07,Blackburn,Man United,0,1,A
2006-07,Chelsea,Watford,4,0,H
2006-07,Everton,Aston Villa,0,1,A
2006-07,Man City,Newcastle,0,0,D
2006-07,Middlesbrough,West Ham,1,0,H
2006-07,Portsmouth,Fulham,1,1,D
2006-07,Sheffield United,Bolton,2,2,D
2006-07,Wigan,Charlton,3,2,H
2006-07,Arsenal,Liverpool,3,0,H
2006-07,Reading,Tottenham,3,1,H
2006-07,Arsenal,Newcastle,1,1,D
2006-07,Chelsea,West Ham,1,0,H
2006-07,Everton,Bolton,1,0,H
2006-07,Man City,Fulham,3,1,H
2006-07,Middlesbrough,Liverpool,0,0,D
2006-07,Portsmouth,Watford,2,1,H
2006-07,Reading,Charlton,2,0,H
2006-07,Sheffield United,Man United,1,2,A
2006-07,Blackburn,Tottenham,1,1,D
2006-07,Wigan,Aston Villa,0,0,D
2006-07,Aston Villa,Middlesbrough,1,1,D
2006-07,Bolton,Arsenal,3,1,H
2006-07,Charlton,Everton,1,1,D
2006-07,Fulham,Reading,0,1,A
2006-07,Liverpool,Man City,1,0,H
2006-07,West Ham,Sheffield United,1,0,H
2006-07,Man United,Chelsea,1,1,D
2006-07,Newcastle,Portsmouth,1,0,H
2006-07,Tottenham,Wigan,3,1,H
2006-07,Watford,Sheffield United,0,1,A
2006-07,Aston Villa,Man City,1,3,A
2006-07,Bolton,Chelsea,0,1,A
2006-07,Fulham,Arsenal,2,1,H
2006-07,Liverpool,Portsmouth,0,0,D
2006-07,Man United,Everton,3,0,H
2006-07,Arsenal,Tottenham,3,0,H
2006-07,Blackburn,Fulham,2,0,H
2006-07,Middlesbrough,Man United,1,2,A
2006-07,Portsmouth,Aston Villa,2,2,D
2006-07,Reading,Bolton,1,0,H
2006-07,Sheffield United,Charlton,2,1,H
2006-07,Wigan,Liverpool,0,4,A
2006-07,Everton,West Ham,2,0,H
2006-07,Man City,Watford,0,0,D
2006-07,Charlton,Blackburn,1,0,H
2006-07,Tottenham,Middlesbrough,2,1,H
2006-07,Newcastle,Reading,3,2,H
2006-07,West Ham,Wigan,0,2,A
2006-07,Blackburn,Newcastle,1,3,A
2006-07,Bolton,West Ham,4,0,H
2006-07,Liverpool,Fulham,4,0,H
2006-07,Man United,Man City,3,1,H
2006-07,Middlesbrough,Wigan,1,1,D
2006-07,Portsmouth,Everton,2,0,H
2006-07,Tottenham,Charlton,5,1,H
2006-07,Watford,Reading,0,0,D
2006-07,Chelsea,Arsenal,1,1,D
2006-07,Sheffield United,Aston Villa,2,2,D
2006-07,Chelsea,Newcastle,1,0,H
2006-07,Wigan,Arsenal,0,1,A
2006-07,Arsenal,Portsmouth,2,2,D
2006-07,Aston Villa,Bolton,0,1,A
2006-07,Charlton,Liverpool,0,3,A
2006-07,Newcastle,Watford,2,1,H
2006-07,Reading,Blackburn,1,2,A
2006-07,Wigan,Sheffield United,0,1,A
2006-07,Everton,Chelsea,2,3,A
2006-07,Man City,Tottenham,1,2,A
2006-07,West Ham,Man United,1,0,H
2006-07,Fulham,Middlesbrough,2,1,H
2006-07,Arsenal,Blackburn,6,2,H
2006-07,Aston Villa,Man United,0,3,A
2006-07,Fulham,West Ham,0,0,D
2006-07,Liverpool,Watford,2,0,H
2006-07,Man City,Bolton,0,2,A
2006-07,Middlesbrough,Charlton,2,0,H
2006-07,Newcastle,Tottenham,3,1,H
2006-07,Portsmouth,Sheffield United,3,1,H
2006-07,Reading,Everton,0,2,A
2006-07,Wigan,Chelsea,2,3,A
2006-07,Blackburn,Liverpool,1,0,H
2006-07,Bolton,Newcastle,2,1,H
2006-07,Chelsea,Reading,2,2,D
2006-07,Everton,Middlesbrough,0,0,D
2006-07,Man United,Wigan,3,1,H
2006-07,Sheffield United,Man City,0,1,A
2006-07,Tottenham,Aston Villa,2,1,H
2006-07,Watford,Arsenal,1,2,A
2006-07,West Ham,Portsmouth,1,2,A
2006-07,Charlton,Fulham,2,2,D
2006-07,Blackburn,Middlesbrough,2,1,H
2006-07,Bolton,Portsmouth,3,2,H
2006-07,Charlton,Aston Villa,2,1,H
2006-07,Chelsea,Fulham,2,2,D
2006-07,Everton,Newcastle,3,0,H
2006-07,Man United,Reading,3,2,H
2006-07,Sheffield United,Arsenal,1,0,H
2006-07,Tottenham,Liverpool,0,1,A
2006-07,West Ham,Man City,0,1,A
2006-07,Fulham,Watford,0,0,D
2006-07,Liverpool,Bolton,3,0,H
2006-07,Man City,Everton,2,1,H
2006-07,Middlesbrough,Sheffield United,3,1,H
2006-07,Newcastle,Man United,2,2,D
2006-07,Portsmouth,Tottenham,1,1,D
2006-07,Reading,West Ham,6,0,H
2006-07,Wigan,Blackburn,0,3,A
2006-07,Arsenal,Charlton,4,0,H
2006-07,Aston Villa,Chelsea,0,0,D
2006-07,Blackburn,Arsenal,0,2,A
2006-07,Bolton,Man City,0,0,D
2006-07,Charlton,Middlesbrough,1,3,A
2006-07,Chelsea,Wigan,4,0,H
2006-07,Man United,Aston Villa,3,1,H
2006-07,Sheffield United,Portsmouth,1,1,D
2006-07,Watford,Liverpool,0,3,A
2006-07,West Ham,Fulham,3,3,D
2006-07,Everton,Reading,1,1,D
2006-07,Tottenham,Newcastle,2,3,A
2006-07,Aston Villa,Watford,2,0,H
2006-07,Fulham,Tottenham,1,1,D
2006-07,Liverpool,Chelsea,2,0,H
2006-07,Man City,Blackburn,0,3,A
2006-07,Middlesbrough,Bolton,5,1,H
2006-07,Newcastle,West Ham,2,2,D
2006-07,Portsmouth,Charlton,0,1,A
2006-07,Reading,Sheffield United,3,1,H
2006-07,Arsenal,Man United,2,1,H
2006-07,Wigan,Everton,0,2,A
2006-07,Watford,Blackburn,2,1,H
2006-07,Portsmouth,Middlesbrough,0,0,D
2006-07,Reading,Wigan,3,2,H
2006-07,Sheffield United,Fulham,2,0,H
2006-07,West Ham,Liverpool,1,2,A
2006-07,Bolton,Charlton,1,1,D
2006-07,Chelsea,Blackburn,3,0,H
2006-07,Man United,Watford,4,0,H
2006-07,Newcastle,Aston Villa,3,1,H
2006-07,Aston Villa,West Ham,1,0,H
2006-07,Blackburn,Sheffield United,2,1,H
2006-07,Charlton,Chelsea,0,1,A
2006-07,Fulham,Newcastle,2,1,H
2006-07,Liverpool,Everton,0,0,D
2006-07,Man City,Reading,0,2,A
2006-07,Middlesbrough,Arsenal,1,1,D
2006-07,Watford,Bolton,0,1,A
2006-07,Wigan,Portsmouth,1,0,H
2006-07,Tottenham,Man United,0,4,A
2006-07,Chelsea,Middlesbrough,3,0,H
2006-07,Everton,Blackburn,1,0,H
2006-07,Man United,Charlton,2,0,H
2006-07,Newcastle,Liverpool,2,1,H
2006-07,Portsmouth,Man City,2,1,H
2006-07,Reading,Aston Villa,2,0,H
2006-07,Sheffield United,Tottenham,2,1,H
2006-07,West Ham,Watford,0,1,A
2006-07,Arsenal,Wigan,2,1,H
2006-07,Bolton,Fulham,2,1,H
2006-07,Everton,Tottenham,1,2,A
2006-07,Watford,Wigan,1,1,D
2006-07,Charlton,West Ham,4,0,H
2006-07,Fulham,Man United,1,2,A
2006-07,Liverpool,Sheffield United,4,0,H
2006-07,Middlesbrough,Reading,2,1,H
2006-07,Watford,Everton,0,3,A
2006-07,Blackburn,Portsmouth,3,0,H
2006-07,Tottenham,Bolton,4,1,H
2006-07,Wigan,Newcastle,1,0,H
2006-07,Arsenal,Reading,2,1,H
2006-07,Fulham,Aston Villa,1,1,D
2006-07,Liverpool,Man United,0,1,A
2006-07,Man City,Wigan,0,1,A
2006-07,Newcastle,Middlesbrough,0,0,D
2006-07,Portsmouth,Chelsea,0,2,A
2006-07,Sheffield United,Everton,1,1,D
2006-07,Watford,Charlton,2,2,D
2006-07,Bolton,Blackburn,1,2,A
2006-07,West Ham,Tottenham,3,4,A
2006-07,Aston Villa,Arsenal,0,1,A
2006-07,Man City,Chelsea,0,1,A
2006-07,Blackburn,West Ham,1,2,A
2006-07,Chelsea,Sheffield United,3,0,H
2006-07,Man United,Bolton,4,1,H
2006-07,Middlesbrough,Man City,0,2,A
2006-07,Reading,Portsmouth,0,0,D
2006-07,Tottenham,Watford,3,1,H
2006-07,Wigan,Fulham,0,0,D
2006-07,Aston Villa,Liverpool,0,0,D
2006-07,Charlton,Newcastle,2,0,H
2006-07,Everton,Arsenal,1,0,H
2006-07,Bolton,Sheffield United,1,0,H
2006-07,Charlton,Wigan,1,0,H
2006-07,Fulham,Portsmouth,1,1,D
2006-07,Liverpool,Arsenal,4,1,H
2006-07,Man United,Blackburn,4,1,H
2006-07,Newcastle,Man City,0,1,A
2006-07,Watford,Chelsea,0,1,A
2006-07,West Ham,Middlesbrough,2,0,H
2006-07,Tottenham,Reading,1,0,H
2006-07,Aston Villa,Everton,1,1,D
2006-07,Everton,Fulham,4,1,H
2006-07,Man City,Charlton,0,0,D
2006-07,Arsenal,West Ham,0,1,A
2006-07,Blackburn,Aston Villa,1,2,A
2006-07,Chelsea,Tottenham,1,0,H
2006-07,Middlesbrough,Watford,4,1,H
2006-07,Portsmouth,Man United,2,1,H
2006-07,Reading,Liverpool,1,2,A
2006-07,Sheffield United,Newcastle,1,2,A
2006-07,Wigan,Bolton,1,3,A
2006-07,Aston Villa,Wigan,1,1,D
2006-07,Bolton,Everton,1,1,D
2006-07,Charlton,Reading,0,0,D
2006-07,Fulham,Man City,1,3,A
2006-07,Newcastle,Arsenal,0,0,D
2006-07,Watford,Portsmouth,4,2,H
2006-07,Arsenal,Bolton,2,1,H
2006-07,Man City,Liverpool,0,0,D
2006-07,Middlesbrough,Aston Villa,1,3,A
2006-07,Portsmouth,Newcastle,2,1,H
2006-07,Reading,Fulham,1,0,H
2006-07,Sheffield United,West Ham,3,0,H
2006-07,Everton,Charlton,2,1,H
2006-07,Wigan,Tottenham,3,3,D
2006-07,Arsenal,Man City,3,1,H
2006-07,Man United,Sheffield United,2,0,H
2006-07,Blackburn,Watford,3,1,H
2006-07,Liverpool,Middlesbrough,2,0,H
2006-07,West Ham,Chelsea,1,4,A
2006-07,Bolton,Reading,1,3,A
2006-07,Charlton,Sheffield United,1,1,D
2006-07,Fulham,Blackburn,1,1,D
2006-07,Liverpool,Wigan,2,0,H
2006-07,Man United,Middlesbrough,1,1,D
2006-07,Tottenham,Arsenal,2,2,D
2006-07,Watford,Man City,1,1,D
2006-07,West Ham,Everton,1,0,H
2006-07,Aston Villa,Portsmouth,0,0,D
2006-07,Newcastle,Chelsea,0,0,D
2006-07,Blackburn,Charlton,4,1,H
2006-07,Chelsea,Bolton,2,2,D
2006-07,Everton,Man United,2,4,A
2006-07,Man City,Aston Villa,0,2,A
2006-07,Middlesbrough,Tottenham,2,3,A
2006-07,Portsmouth,Liverpool,2,1,H
2006-07,Sheffield United,Watford,1,0,H
2006-07,Wigan,West Ham,0,3,A
2006-07,Arsenal,Fulham,3,1,H
2006-07,Reading,Newcastle,1,0,H
2006-07,Aston Villa,Sheffield United,3,0,H
2006-07,Everton,Portsmouth,3,0,H
2006-07,Fulham,Liverpool,1,0,H
2006-07,Man City,Man United,0,1,A
2006-07,Newcastle,Blackburn,0,2,A
2006-07,Reading,Watford,0,2,A
2006-07,West Ham,Bolton,3,1,H
2006-07,Wigan,Middlesbrough,0,1,A
2006-07,Arsenal,Chelsea,1,1,D
2006-07,Charlton,Tottenham,0,2,A
2006-07,Chelsea,Man United,0,0,D
2006-07,Tottenham,Blackburn,1,1,D
2006-07,Blackburn,Reading,3,3,D
2006-07,Bolton,Aston Villa,2,2,D
2006-07,Chelsea,Everton,1,1,D
2006-07,Liverpool,Charlton,2,2,D
2006-07,Man United,West Ham,0,1,A
2006-07,Middlesbrough,Fulham,3,1,H
2006-07,Portsmouth,Arsenal,0,0,D
2006-07,Sheffield United,Wigan,1,2,A
2006-07,Tottenham,Man City,2,1,H
2006-07,Watford,Newcastle,1,1,D
2007-08,Aston Villa,Liverpool,1,2,A
2007-08,Bolton,Newcastle,1,3,A
2007-08,Derby,Portsmouth,2,2,D
2007-08,Everton,Wigan,2,1,H
2007-08,Middlesbrough,Blackburn,1,2,A
2007-08,Sunderland,Tottenham,1,0,H
2007-08,West Ham,Man City,0,2,A
2007-08,Arsenal,Fulham,2,1,H
2007-08,Chelsea,Birmingham,3,2,H
2007-08,Man United,Reading,0,0,D
2007-08,Tottenham,Everton,1,3,A
2007-08,Birmingham,Sunderland,2,2,D
2007-08,Fulham,Bolton,2,1,H
2007-08,Man City,Derby,1,0,H
2007-08,Portsmouth,Man United,1,1,D
2007-08,Reading,Chelsea,1,2,A
2007-08,Wigan,Middlesbrough,1,0,H
2007-08,Birmingham,West Ham,0,1,A
2007-08,Fulham,Middlesbrough,1,2,A
2007-08,Newcastle,Aston Villa,0,0,D
2007-08,Portsmouth,Bolton,3,1,H
2007-08,Reading,Everton,1,0,H
2007-08,Tottenham,Derby,4,0,H
2007-08,Wigan,Sunderland,3,0,H
2007-08,Blackburn,Arsenal,1,1,D
2007-08,Liverpool,Chelsea,1,1,D
2007-08,Man City,Man United,1,0,H
2007-08,Arsenal,Man City,1,0,H
2007-08,Aston Villa,Fulham,2,1,H
2007-08,Bolton,Reading,3,0,H
2007-08,Chelsea,Portsmouth,1,0,H
2007-08,Derby,Birmingham,1,2,A
2007-08,Everton,Blackburn,1,1,D
2007-08,Sunderland,Liverpool,0,2,A
2007-08,West Ham,Wigan,1,1,D
2007-08,Man United,Tottenham,1,0,H
2007-08,Middlesbrough,Newcastle,2,2,D
2007-08,Bolton,Everton,1,2,A
2007-08,Fulham,Tottenham,3,3,D
2007-08,Liverpool,Derby,6,0,H
2007-08,Man United,Sunderland,1,0,H
2007-08,Middlesbrough,Birmingham,2,0,H
2007-08,Newcastle,Wigan,1,0,H
2007-08,Reading,West Ham,0,3,A
2007-08,Arsenal,Portsmouth,3,1,H
2007-08,Aston Villa,Chelsea,2,0,H
2007-08,Blackburn,Man City,1,0,H
2007-08,Birmingham,Bolton,1,0,H
2007-08,Chelsea,Blackburn,0,0,D
2007-08,Everton,Man United,0,1,A
2007-08,Portsmouth,Liverpool,0,0,D
2007-08,Sunderland,Reading,2,1,H
2007-08,Tottenham,Arsenal,1,3,A
2007-08,West Ham,Middlesbrough,3,0,H
2007-08,Wigan,Fulham,1,1,D
2007-08,Man City,Aston Villa,1,0,H
2007-08,Derby,Newcastle,1,0,H
2007-08,Arsenal,Derby,5,0,H
2007-08,Fulham,Man City,3,3,D
2007-08,Liverpool,Birmingham,0,0,D
2007-08,Middlesbrough,Sunderland,2,2,D
2007-08,Reading,Wigan,2,1,H
2007-08,Aston Villa,Everton,2,0,H
2007-08,Blackburn,Portsmouth,0,1,A
2007-08,Bolton,Tottenham,1,1,D
2007-08,Man United,Chelsea,2,0,H
2007-08,Newcastle,West Ham,3,1,H
2007-08,Birmingham,Man United,0,1,A
2007-08,Chelsea,Fulham,0,0,D
2007-08,Derby,Bolton,1,1,D
2007-08,Man City,Newcastle,3,1,H
2007-08,Portsmouth,Reading,7,4,H
2007-08,Sunderland,Blackburn,1,2,A
2007-08,West Ham,Arsenal,0,1,A
2007-08,Wigan,Liverpool,0,1,A
2007-08,Everton,Middlesbrough,2,0,H
2007-08,Tottenham,Aston Villa,4,4,D
2007-08,Aston Villa,West Ham,1,0,H
2007-08,Man United,Wigan,4,0,H
2007-08,Arsenal,Sunderland,3,2,H
2007-08,Blackburn,Birmingham,2,1,H
2007-08,Bolton,Chelsea,0,1,A
2007-08,Fulham,Portsmouth,0,2,A
2007-08,Liverpool,Tottenham,2,2,D
2007-08,Man City,Middlesbrough,3,1,H
2007-08,Newcastle,Everton,3,2,H
2007-08,Reading,Derby,1,0,H
2007-08,Arsenal,Bolton,2,0,H
2007-08,Aston Villa,Man United,1,4,A
2007-08,Blackburn,Reading,4,2,H
2007-08,Everton,Liverpool,1,2,A
2007-08,Fulham,Derby,0,0,D
2007-08,Man City,Birmingham,1,0,H
2007-08,Middlesbrough,Chelsea,0,2,A
2007-08,Wigan,Portsmouth,0,2,A
2007-08,West Ham,Sunderland,3,1,H
2007-08,Newcastle,Tottenham,3,1,H
2007-08,Birmingham,Wigan,3,2,H
2007-08,Chelsea,Man City,6,0,H
2007-08,Man United,Middlesbrough,4,1,H
2007-08,Portsmouth,West Ham,0,0,D
2007-08,Reading,Newcastle,2,1,H
2007-08,Sunderland,Fulham,1,1,D
2007-08,Bolton,Aston Villa,1,1,D
2007-08,Derby,Everton,0,2,A
2007-08,Liverpool,Arsenal,1,1,D
2007-08,Tottenham,Blackburn,1,2,A
2007-08,Arsenal,Man United,2,2,D
2007-08,Aston Villa,Derby,2,0,H
2007-08,Blackburn,Liverpool,0,0,D
2007-08,Everton,Birmingham,3,1,H
2007-08,Fulham,Reading,3,1,H
2007-08,Middlesbrough,Tottenham,1,1,D
2007-08,Newcastle,Portsmouth,1,4,A
2007-08,Wigan,Chelsea,0,2,A
2007-08,West Ham,Bolton,1,1,D
2007-08,Man City,Sunderland,1,0,H
2007-08,Derby,West Ham,0,5,A
2007-08,Liverpool,Fulham,2,0,H
2007-08,Sunderland,Newcastle,1,1,D
2007-08,Birmingham,Aston Villa,1,2,A
2007-08,Bolton,Middlesbrough,0,0,D
2007-08,Chelsea,Everton,1,1,D
2007-08,Man United,Blackburn,2,0,H
2007-08,Portsmouth,Man City,0,0,D
2007-08,Tottenham,Wigan,4,0,H
2007-08,Reading,Arsenal,1,3,A
2007-08,Arsenal,Wigan,2,0,H
2007-08,Birmingham,Portsmouth,0,2,A
2007-08,Bolton,Man United,1,0,H
2007-08,Derby,Chelsea,0,2,A
2007-08,Everton,Sunderland,7,1,H
2007-08,Man City,Reading,2,1,H
2007-08,Middlesbrough,Aston Villa,0,3,A
2007-08,Newcastle,Liverpool,0,3,A
2007-08,Fulham,Blackburn,2,2,D
2007-08,West Ham,Tottenham,1,1,D
2007-08,Blackburn,Aston Villa,0,4,A
2007-08,Aston Villa,Arsenal,1,2,A
2007-08,Blackburn,Newcastle,3,1,H
2007-08,Chelsea,West Ham,1,0,H
2007-08,Portsmouth,Everton,0,0,D
2007-08,Reading,Middlesbrough,1,1,D
2007-08,Sunderland,Derby,1,0,H
2007-08,Wigan,Man City,1,1,D
2007-08,Liverpool,Bolton,4,0,H
2007-08,Tottenham,Birmingham,2,3,A
2007-08,Man United,Fulham,2,0,H
2007-08,Newcastle,Arsenal,1,1,D
2007-08,Aston Villa,Portsmouth,1,3,A
2007-08,Chelsea,Sunderland,2,0,H
2007-08,Everton,Fulham,3,0,H
2007-08,Man United,Derby,4,1,H
2007-08,Newcastle,Birmingham,2,1,H
2007-08,Reading,Liverpool,3,1,H
2007-08,Blackburn,West Ham,0,1,A
2007-08,Bolton,Wigan,4,1,H
2007-08,Middlesbrough,Arsenal,2,1,H
2007-08,Tottenham,Man City,2,1,H
2007-08,Birmingham,Reading,1,1,D
2007-08,Derby,Middlesbrough,0,1,A
2007-08,Fulham,Newcastle,0,1,A
2007-08,Man City,Bolton,4,2,H
2007-08,Portsmouth,Tottenham,0,1,A
2007-08,Sunderland,Aston Villa,1,1,D
2007-08,West Ham,Everton,0,2,A
2007-08,Wigan,Blackburn,5,3,H
2007-08,Arsenal,Chelsea,1,0,H
2007-08,Liverpool,Man United,0,1,A
2007-08,Arsenal,Tottenham,2,1,H
2007-08,Aston Villa,Man City,1,1,D
2007-08,Bolton,Birmingham,3,0,H
2007-08,Fulham,Wigan,1,1,D
2007-08,Liverpool,Portsmouth,4,1,H
2007-08,Middlesbrough,West Ham,1,2,A
2007-08,Reading,Sunderland,2,1,H
2007-08,Blackburn,Chelsea,0,1,A
2007-08,Man United,Everton,2,1,H
2007-08,Newcastle,Derby,2,2,D
2007-08,Birmingham,Middlesbrough,3,0,H
2007-08,Chelsea,Aston Villa,4,4,D
2007-08,Derby,Liverpool,1,2,A
2007-08,Everton,Bolton,2,0,H
2007-08,Portsmouth,Arsenal,0,0,D
2007-08,Sunderland,Man United,0,4,A
2007-08,Tottenham,Fulham,5,1,H
2007-08,West Ham,Reading,1,1,D
2007-08,Wigan,Newcastle,1,0,H
2007-08,Man City,Blackburn,2,2,D
2007-08,Birmingham,Fulham,1,1,D
2007-08,Chelsea,Newcastle,2,1,H
2007-08,Everton,Arsenal,1,4,A
2007-08,Portsmouth,Middlesbrough,0,1,A
2007-08,Sunderland,Bolton,3,1,H
2007-08,Tottenham,Reading,6,4,H
2007-08,West Ham,Man United,2,1,H
2007-08,Wigan,Aston Villa,1,2,A
2007-08,Derby,Blackburn,1,2,A
2007-08,Man City,Liverpool,0,0,D
2007-08,Arsenal,West Ham,2,0,H
2007-08,Aston Villa,Tottenham,2,1,H
2007-08,Fulham,Chelsea,1,2,A
2007-08,Man United,Birmingham,1,0,H
2007-08,Middlesbrough,Everton,0,2,A
2007-08,Reading,Portsmouth,0,2,A
2007-08,Blackburn,Sunderland,1,0,H
2007-08,Bolton,Derby,1,0,H
2007-08,Liverpool,Wigan,1,1,D
2007-08,Newcastle,Man City,0,2,A
2007-08,Arsenal,Birmingham,1,1,D
2007-08,Aston Villa,Reading,3,1,H
2007-08,Chelsea,Tottenham,2,0,H
2007-08,Derby,Wigan,0,1,A
2007-08,Everton,Man City,1,0,H
2007-08,Man United,Newcastle,6,0,H
2007-08,Middlesbrough,Liverpool,1,1,D
2007-08,West Ham,Fulham,2,1,H
2007-08,Bolton,Blackburn,1,2,A
2007-08,Sunderland,Portsmouth,2,0,H
2007-08,Birmingham,Chelsea,0,1,A
2007-08,Blackburn,Middlesbrough,1,1,D
2007-08,Fulham,Arsenal,0,3,A
2007-08,Newcastle,Bolton,0,0,D
2007-08,Portsmouth,Derby,3,1,H
2007-08,Reading,Man United,0,2,A
2007-08,Tottenham,Sunderland,2,0,H
2007-08,Man City,West Ham,1,1,D
2007-08,Wigan,Everton,1,2,A
2007-08,Liverpool,Aston Villa,2,2,D
2007-08,Aston Villa,Blackburn,1,1,D
2007-08,Arsenal,Newcastle,3,0,H
2007-08,Bolton,Fulham,0,0,D
2007-08,Middlesbrough,Wigan,1,0,H
2007-08,Sunderland,Birmingham,2,0,H
2007-08,Chelsea,Reading,1,0,H
2007-08,Derby,Man City,1,1,D
2007-08,Everton,Tottenham,0,0,D
2007-08,Man United,Portsmouth,2,0,H
2007-08,West Ham,Liverpool,1,0,H
2007-08,Birmingham,Derby,1,1,D
2007-08,Blackburn,Everton,0,0,D
2007-08,Liverpool,Sunderland,3,0,H
2007-08,Man City,Arsenal,1,3,A
2007-08,Portsmouth,Chelsea,1,1,D
2007-08,Reading,Bolton,0,2,A
2007-08,Tottenham,Man United,1,1,D
2007-08,Wigan,West Ham,1,0,H
2007-08,Fulham,Aston Villa,2,1,H
2007-08,Newcastle,Middlesbrough,1,1,D
2007-08,Aston Villa,Newcastle,4,1,H
2007-08,Bolton,Portsmouth,0,1,A
2007-08,Derby,Tottenham,0,3,A
2007-08,Everton,Reading,1,0,H
2007-08,Middlesbrough,Fulham,1,0,H
2007-08,Sunderland,Wigan,2,0,H
2007-08,West Ham,Birmingham,1,1,D
2007-08,Chelsea,Liverpool,0,0,D
2007-08,Man United,Man City,1,2,A
2007-08,Arsenal,Blackburn,2,0,H
2007-08,Birmingham,Arsenal,2,2,D
2007-08,Fulham,West Ham,0,1,A
2007-08,Liverpool,Middlesbrough,3,2,H
2007-08,Newcastle,Man United,1,5,A
2007-08,Portsmouth,Sunderland,1,0,H
2007-08,Wigan,Derby,2,0,H
2007-08,Blackburn,Bolton,4,1,H
2007-08,Reading,Aston Villa,1,2,A
2007-08,Man City,Everton,0,2,A
2007-08,Arsenal,Aston Villa,1,1,D
2007-08,Birmingham,Tottenham,4,1,H
2007-08,Derby,Sunderland,0,0,D
2007-08,Fulham,Man United,0,3,A
2007-08,Man City,Wigan,0,0,D
2007-08,Middlesbrough,Reading,0,1,A
2007-08,Newcastle,Blackburn,0,1,A
2007-08,West Ham,Chelsea,0,4,A
2007-08,Bolton,Liverpool,1,3,A
2007-08,Everton,Portsmouth,3,1,H
2007-08,Liverpool,West Ham,4,0,H
2007-08,Blackburn,Fulham,1,1,D
2007-08,Liverpool,Newcastle,3,0,H
2007-08,Reading,Man City,2,0,H
2007-08,Sunderland,Everton,0,1,A
2007-08,Tottenham,West Ham,4,0,H
2007-08,Wigan,Arsenal,0,0,D
2007-08,Aston Villa,Middlesbrough,1,1,D
2007-08,Chelsea,Derby,6,1,H
2007-08,Portsmouth,Birmingham,4,2,H
2007-08,Arsenal,Middlesbrough,1,1,D
2007-08,Derby,Man United,0,1,A
2007-08,Liverpool,Reading,2,1,H
2007-08,Portsmouth,Aston Villa,2,0,H
2007-08,Sunderland,Chelsea,0,1,A
2007-08,West Ham,Blackburn,2,1,H
2007-08,Fulham,Everton,1,0,H
2007-08,Man City,Tottenham,2,1,H
2007-08,Wigan,Bolton,1,0,H
2007-08,Birmingham,Newcastle,1,1,D
2007-08,Man United,Bolton,2,0,H
2007-08,Tottenham,Chelsea,4,4,D
2007-08,Aston Villa,Sunderland,0,1,A
2007-08,Blackburn,Wigan,3,1,H
2007-08,Bolton,Man City,0,0,D
2007-08,Everton,West Ham,1,1,D
2007-08,Middlesbrough,Derby,1,0,H
2007-08,Newcastle,Fulham,2,0,H
2007-08,Reading,Birmingham,2,1,H
2007-08,Tottenham,Portsmouth,2,0,H
2007-08,Chelsea,Arsenal,2,1,H
2007-08,Man United,Liverpool,3,0,H
2007-08,Birmingham,Man City,3,1,H
2007-08,Bolton,Arsenal,2,3,A
2007-08,Derby,Fulham,2,2,D
2007-08,Man United,Aston Villa,4,0,H
2007-08,Portsmouth,Wigan,2,0,H
2007-08,Reading,Blackburn,0,0,D
2007-08,Sunderland,West Ham,2,1,H
2007-08,Chelsea,Middlesbrough,1,0,H
2007-08,Liverpool,Everton,1,0,H
2007-08,Tottenham,Newcastle,1,4,A
2007-08,Arsenal,Liverpool,1,1,D
2007-08,Aston Villa,Bolton,4,0,H
2007-08,Blackburn,Tottenham,1,1,D
2007-08,Fulham,Sunderland,1,3,A
2007-08,Man City,Chelsea,0,2,A
2007-08,Newcastle,Reading,3,0,H
